#DUKE weather file,,,,,,
$state_name=North Carolina,,,,,,
$city_name=Charlotte,,,,,,
$lat_deg=35,,,,,,
$lat_min=13,,,,,,
$long_deg=-80,,,,,,
$long_min=56,,,,,,
$timezone_offset=-4,,,,,,
temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global,
#month:day:hour:minute:second,,,,,,
09:01:04:37:00,66,4.3,87,0,0,0
09:01:04:42:00,66,4.4,87,0,0,0
09:01:04:47:00,66,4.5,87,0,0,0
09:01:04:52:00,66,4.6,87,0,0,0
09:01:04:57:00,66,4.5,87,0,0,0
09:01:05:02:00,66,4.4,87,0.17,0.03,0.05
09:01:05:07:00,66,4.3,87,0.59,0.1,0.18
09:01:05:12:00,66,4.2,87,1.01,0.18,0.31
09:01:05:17:00,66,4.1,87,1.43,0.25,0.43
09:01:05:22:00,66,4,87,1.85,0.32,0.56
09:01:05:27:00,66,4,87,2.27,0.39,0.69
09:01:05:32:00,66,3.9,87,2.69,0.47,0.82
09:01:05:37:00,66,3.8,87,3.11,0.54,0.95
09:01:05:42:00,66,3.7,87,3.53,0.61,1.07
09:01:05:47:00,66,3.6,87,3.95,0.69,1.2
09:01:05:52:00,66,3.5,87,4.37,0.76,1.33
09:01:05:57:00,66,3.2,87.25,4.75,0.84,1.45
09:01:06:02:00,66,2.9,87.5,6.57,0.99,1.9
09:01:06:07:00,66,2.6,87.75,10.5,1.25,2.83
09:01:06:12:00,66,2.3,88,14.37,1.52,3.75
09:01:06:17:00,66,2,88.25,18.17,1.79,4.67
09:01:06:22:00,66,1.7,88.5,21.9,2.06,5.57
09:01:06:27:00,66,1.5,88.75,25.56,2.34,6.47
09:01:06:32:00,66,1.2,89,29.15,2.62,7.36
09:01:06:37:00,66,0.9,89.25,32.68,2.9,8.24
09:01:06:42:00,66,0.6,89.5,36.14,3.19,9.12
09:01:06:47:00,66,0.3,89.75,39.53,3.49,9.99
09:01:06:52:00,66,0,90,42.85,3.79,10.84
09:01:06:57:00,66.1,0,90,46.53,4.06,11.75
09:01:07:02:00,66.2,0,90,49.55,4.3,12.97
09:01:07:07:00,66.2,0,90,51.58,4.49,14.67
09:01:07:12:00,66.3,0,90,53.61,4.68,16.37
09:01:07:17:00,66.4,0,90,55.64,4.87,18.07
09:01:07:22:00,66.5,0,90,57.68,5.06,19.77
09:01:07:27:00,66.5,0,90,59.71,5.25,21.47
09:01:07:32:00,66.6,0,90,61.74,5.44,23.18
09:01:07:37:00,66.7,0,90,63.77,5.63,24.88
09:01:07:42:00,66.8,0,90,65.8,5.82,26.58
09:01:07:47:00,66.8,0,90,67.83,6.02,28.28
09:01:07:52:00,66.9,0,90,69.86,6.21,29.98
09:01:07:57:00,67.5,0,88,71.23,6.45,31.54
09:01:08:02:00,68.1,0,86,72,6.71,33.02
09:01:08:07:00,68.7,0,84,71.93,7,34.37
09:01:08:12:00,69.2,0,82,71.85,7.31,35.71
09:01:08:17:00,69.8,0,80,71.75,7.61,37.03
09:01:08:22:00,70.4,0,78,71.64,7.92,38.35
09:01:08:27:00,71,0,76,71.53,8.23,39.65
09:01:08:32:00,71.6,0,74,71.4,8.54,40.93
09:01:08:37:00,72.2,0,72,71.26,8.86,42.21
09:01:08:42:00,72.7,0,70,71.1,9.18,43.47
09:01:08:47:00,73.3,0,68,70.94,9.51,44.71
09:01:08:52:00,73.9,0,66,70.76,9.84,45.94
09:01:08:57:00,74.3,0,65.5,72.06,10.03,47.6
09:01:09:02:00,74.6,0,65,73.37,10.13,49.16
09:01:09:07:00,75,0,64.5,74.7,10.09,50.56
09:01:09:12:00,75.3,0,64,76.04,10.05,51.97
09:01:09:17:00,75.7,0,63.5,77.4,10.01,53.4
09:01:09:22:00,76,0,63,78.76,9.97,54.83
09:01:09:27:00,76.4,0,62.5,80.14,9.93,56.27
09:01:09:32:00,76.7,0,62,81.52,9.89,57.73
09:01:09:37:00,77.1,0,61.5,82.92,9.85,59.19
09:01:09:42:00,77.4,0,61,84.33,9.81,60.67
09:01:09:47:00,77.8,0,60.5,85.76,9.76,62.16
09:01:09:52:00,78.1,0,60,87.19,9.72,63.65
09:01:09:57:00,78.3,0,59.83,88.64,9.68,65.16
09:01:10:02:00,78.4,0,59.67,89.91,9.64,66.45
09:01:10:07:00,78.6,0,59.5,90.9,9.63,67.4
09:01:10:12:00,78.8,0,59.33,91.9,9.61,68.35
09:01:10:17:00,78.9,0,59.17,92.9,9.59,69.31
09:01:10:22:00,79.1,0,59,93.91,9.58,70.28
09:01:10:27:00,79.3,0,58.83,94.91,9.56,71.25
09:01:10:32:00,79.4,0,58.67,95.93,9.54,72.23
09:01:10:37:00,79.6,0,58.5,96.94,9.52,73.21
09:01:10:42:00,79.8,0,58.33,97.96,9.5,74.2
09:01:10:47:00,79.9,0,58.17,98.98,9.47,75.19
09:01:10:52:00,80.1,0,58,100,9.45,76.19
09:01:10:57:00,80.4,0.4,57.42,99.36,9.58,76.55
09:01:11:02:00,80.8,0.8,56.83,98.64,9.7,76.67
09:01:11:07:00,81.1,1.2,56.25,97.82,9.78,76.42
09:01:11:12:00,81.4,1.5,55.67,97.01,9.86,76.17
09:01:11:17:00,81.7,1.9,55.08,96.19,9.93,75.92
09:01:11:22:00,82.1,2.3,54.5,95.37,10.01,75.67
09:01:11:27:00,82.4,2.7,53.92,94.55,10.09,75.42
09:01:11:32:00,82.7,3.1,53.33,93.73,10.17,75.16
09:01:11:37:00,83,3.5,52.75,92.91,10.25,74.91
09:01:11:42:00,83.4,3.8,52.17,92.09,10.33,74.65
09:01:11:47:00,83.7,4.2,51.58,91.27,10.41,74.4
09:01:11:52:00,84,4.6,51,90.45,10.49,74.14
09:01:11:57:00,84.2,4.6,50.75,91.3,10.41,74.54
09:01:12:02:00,84.3,4.6,50.5,92.1,10.32,74.71
09:01:12:07:00,84.5,4.6,50.25,92.81,10.2,74.53
09:01:12:12:00,84.7,4.6,50,93.52,10.08,74.35
09:01:12:17:00,84.8,4.6,49.75,94.22,9.96,74.16
09:01:12:22:00,85,4.6,49.5,94.93,9.85,73.98
09:01:12:27:00,85.2,4.6,49.25,95.63,9.73,73.78
09:01:12:32:00,85.3,4.6,49,96.33,9.61,73.58
09:01:12:37:00,85.5,4.6,48.75,97.02,9.5,73.38
09:01:12:42:00,85.7,4.6,48.5,97.72,9.38,73.17
09:01:12:47:00,85.8,4.6,48.25,98.41,9.27,72.96
09:01:12:52:00,86,4.6,48,99.1,9.16,72.75
09:01:12:57:00,86.3,4.7,47.58,98.96,9.12,72.23
09:01:13:02:00,86.5,4.8,47.17,98.74,9.07,71.48
09:01:13:07:00,86.8,4.9,46.75,98.4,8.98,70.39
09:01:13:12:00,87,5,46.33,98.05,8.9,69.31
09:01:13:17:00,87.3,5.1,45.92,97.7,8.82,68.22
09:01:13:22:00,87.6,5.2,45.5,97.35,8.74,67.13
09:01:13:27:00,87.8,5.3,45.08,97.01,8.65,66.04
09:01:13:32:00,88.1,5.4,44.67,96.66,8.57,64.96
09:01:13:37:00,88.3,5.5,44.25,96.31,8.49,63.87
09:01:13:42:00,88.6,5.6,43.83,95.97,8.41,62.78
09:01:13:47:00,88.8,5.7,43.42,95.62,8.33,61.7
09:01:13:52:00,89.1,5.8,43,95.27,8.24,60.61
09:01:13:57:00,89.2,5.8,42.92,94.92,8.16,59.52
09:01:14:02:00,89.3,5.8,42.83,94.39,8.06,58.24
09:01:14:07:00,89.3,5.8,42.75,93.59,7.92,56.67
09:01:14:12:00,89.4,5.8,42.67,92.79,7.78,55.1
09:01:14:17:00,89.5,5.8,42.58,91.98,7.65,53.53
09:01:14:22:00,89.6,5.8,42.5,91.18,7.51,51.96
09:01:14:27:00,89.6,5.8,42.42,90.38,7.37,50.38
09:01:14:32:00,89.7,5.8,42.33,89.57,7.24,48.81
09:01:14:37:00,89.8,5.8,42.25,88.77,7.1,47.24
09:01:14:42:00,89.9,5.8,42.17,87.96,6.96,45.67
09:01:14:47:00,89.9,5.8,42.08,87.16,6.82,44.1
09:01:14:52:00,90,5.8,42,86.36,6.69,42.53
09:01:14:57:00,90,5.7,42.08,84.84,6.6,40.79
09:01:15:02:00,90,5.6,42.17,82.97,6.51,38.97
09:01:15:07:00,90,5.5,42.25,80.56,6.38,37.03
09:01:15:12:00,90,5.4,42.33,78.19,6.25,35.1
09:01:15:17:00,90,5.3,42.42,75.84,6.12,33.19
09:01:15:22:00,90,5.2,42.5,73.52,5.99,31.29
09:01:15:27:00,90,5.1,42.58,71.23,5.85,29.41
09:01:15:32:00,90,5,42.67,68.98,5.71,27.55
09:01:15:37:00,90,4.9,42.75,66.75,5.57,25.69
09:01:15:42:00,90,4.8,42.83,64.54,5.43,23.86
09:01:15:47:00,90,4.7,42.92,62.37,5.28,22.04
09:01:15:52:00,90,4.6,43,60.23,5.13,20.23
09:01:15:57:00,90.1,4.5,42.67,58.66,4.94,18.52
09:01:16:02:00,90.2,4.4,42.33,56.21,4.74,17.02
09:01:16:07:00,90.3,4.3,42,52.45,4.51,15.84
09:01:16:12:00,90.3,4.2,41.67,48.68,4.29,14.66
09:01:16:17:00,90.4,4.1,41.33,44.91,4.07,13.48
09:01:16:22:00,90.5,4,41,41.15,3.85,12.3
09:01:16:27:00,90.6,4,40.67,37.38,3.63,11.12
09:01:16:32:00,90.7,3.9,40.33,33.62,3.41,9.94
09:01:16:37:00,90.8,3.8,40,29.85,3.19,8.76
09:01:16:42:00,90.8,3.7,39.67,26.09,2.97,7.58
09:01:16:47:00,90.9,3.6,39.33,22.32,2.75,6.4
09:01:16:52:00,91,3.5,39,18.56,2.52,5.22
09:01:16:57:00,90.9,3.5,38.92,14.79,2.3,4.04
09:01:17:02:00,90.8,3.5,38.83,12.11,2.1,3.22
09:01:17:07:00,90.7,3.5,38.75,11.07,1.92,2.94
09:01:17:12:00,90.7,3.5,38.67,10.02,1.74,2.67
09:01:17:17:00,90.6,3.5,38.58,8.98,1.56,2.39
09:01:17:22:00,90.5,3.5,38.5,7.94,1.37,2.11
09:01:17:27:00,90.4,3.5,38.42,6.89,1.19,1.83
09:01:17:32:00,90.3,3.5,38.33,5.85,1.01,1.56
09:01:17:37:00,90.2,3.5,38.25,4.8,0.83,1.28
09:01:17:42:00,90.2,3.5,38.17,3.76,0.65,1
09:01:17:47:00,90.1,3.5,38.08,2.71,0.47,0.72
09:01:17:52:00,90,3.5,38,1.67,0.29,0.44
09:01:17:57:00,89.9,3.2,38.17,0.62,0.11,0.17
09:01:18:02:00,89.8,2.9,38.33,0,0,0
09:01:18:07:00,89.8,2.6,38.5,0,0,0
09:01:18:12:00,89.7,2.3,38.67,0,0,0
09:01:18:17:00,89.6,2,38.83,0,0,0
09:01:18:22:00,89.5,1.7,39,0,0,0
09:01:18:27:00,89.5,1.5,39.17,0,0,0
09:01:18:32:00,89.4,1.2,39.33,0,0,0
09:01:18:37:00,89.3,0.9,39.5,0,0,0
09:01:18:42:00,89.2,0.6,39.67,0,0,0
09:01:18:47:00,89.2,0.3,39.83,0,0,0
09:01:18:52:00,89.1,0,40,0,0,0
09:01:18:57:00,88.7,0.4,41.08,0,0,0
09:01:19:02:00,88.2,0.8,42.17,0,0,0
09:01:19:07:00,87.8,1.2,43.25,0,0,0
09:01:19:12:00,87.4,1.5,44.33,0,0,0
09:01:19:17:00,87,1.9,45.42,0,0,0
09:01:19:22:00,86.5,2.3,46.5,0,0,0
09:01:19:27:00,86.1,2.7,47.58,0,0,0
09:01:19:32:00,85.7,3.1,48.67,0,0,0
09:01:19:37:00,85.3,3.5,49.75,0,0,0
09:01:19:42:00,84.8,3.8,50.83,0,0,0
09:01:19:47:00,84.4,4.2,51.92,0,0,0
09:01:19:52:00,84,4.6,53,0,0,0
09:01:19:57:00,84,5,53,0,0,0
09:01:20:02:00,84,5.4,53,0,0,0
09:01:20:07:00,84,5.8,53,0,0,0
09:01:20:12:00,84,6.1,53,0,0,0
09:01:20:17:00,84,6.5,53,0,0,0
09:01:20:22:00,84,6.9,53,0,0,0
09:01:20:27:00,84,7.3,53,0,0,0
09:01:20:32:00,84,7.7,53,0,0,0
09:01:20:37:00,84,8.1,53,0,0,0
09:01:20:42:00,84,8.4,53,0,0,0
09:01:20:47:00,84,8.8,53,0,0,0
09:01:20:52:00,84,9.2,53,0,0,0
09:01:20:57:00,83.8,9.1,53.42,0,0,0
09:01:21:02:00,83.7,9,53.83,0,0,0
09:01:21:07:00,83.5,8.9,54.25,0,0,0
09:01:21:12:00,83.3,8.8,54.67,0,0,0
09:01:21:17:00,83.2,8.7,55.08,0,0,0
09:01:21:22:00,83,8.6,55.5,0,0,0
09:01:21:27:00,82.8,8.6,55.92,0,0,0
09:01:21:32:00,82.7,8.5,56.33,0,0,0
09:01:21:37:00,82.5,8.4,56.75,0,0,0
09:01:21:42:00,82.3,8.3,57.17,0,0,0
09:01:21:47:00,82.2,8.2,57.58,0,0,0
09:01:21:52:00,82,8.1,58,0,0,0
09:01:21:57:00,81.8,8.1,58.5,0,0,0
09:01:22:02:00,81.7,8.1,59,0,0,0
09:01:22:07:00,81.5,8.1,59.5,0,0,0
09:01:22:12:00,81.4,8.1,60,0,0,0
09:01:22:17:00,81.2,8.1,60.5,0,0,0
09:01:22:22:00,81,8.1,61,0,0,0
09:01:22:27:00,80.9,8.1,61.5,0,0,0
09:01:22:32:00,80.7,8.1,62,0,0,0
09:01:22:37:00,80.6,8.1,62.5,0,0,0
09:01:22:42:00,80.4,8.1,63,0,0,0
09:01:22:47:00,80.3,8.1,63.5,0,0,0
09:01:22:52:00,80.1,8.1,64,0,0,0
09:01:22:57:00,79.7,7.4,64.83,0,0,0
09:01:23:02:00,79.4,6.7,65.67,0,0,0
09:01:23:07:00,79,6.1,66.5,0,0,0
09:01:23:12:00,78.7,5.4,67.33,0,0,0
09:01:23:17:00,78.3,4.7,68.17,0,0,0
09:01:23:22:00,78,4,69,0,0,0
09:01:23:27:00,77.6,3.4,69.83,0,0,0
09:01:23:32:00,77.3,2.7,70.67,0,0,0
09:01:23:37:00,76.9,2,71.5,0,0,0
09:01:23:42:00,76.6,1.3,72.33,0,0,0
09:01:23:47:00,76.2,0.7,73.17,0,0,0
09:01:23:52:00,75.9,0,74,0,0,0
09:01:23:57:00,75.8,0.4,73.92,0,0,0
09:02:00:02:00,75.7,0.8,73.83,0,0,0
09:02:00:07:00,75.7,1.2,73.75,0,0,0
09:02:00:12:00,75.6,1.5,73.67,0,0,0
09:02:00:17:00,75.5,1.9,73.58,0,0,0
09:02:00:22:00,75.4,2.3,73.5,0,0,0
09:02:00:27:00,75.4,2.7,73.42,0,0,0
09:02:00:32:00,75.3,3.1,73.33,0,0,0
09:02:00:37:00,75.2,3.5,73.25,0,0,0
09:02:00:42:00,75.1,3.8,73.17,0,0,0
09:02:00:47:00,75.1,4.2,73.08,0,0,0
09:02:00:52:00,75,4.6,73,0,0,0
09:02:00:57:00,74.6,4.2,74.17,0,0,0
09:02:01:02:00,74.2,3.8,75.33,0,0,0
09:02:01:07:00,73.7,3.4,76.5,0,0,0
09:02:01:12:00,73.3,3.1,77.67,0,0,0
09:02:01:17:00,72.9,2.7,78.83,0,0,0
09:02:01:22:00,72.5,2.3,80,0,0,0
09:02:01:27:00,72.1,1.9,81.17,0,0,0
09:02:01:32:00,71.7,1.5,82.33,0,0,0
09:02:01:37:00,71.2,1.1,83.5,0,0,0
09:02:01:42:00,70.8,0.8,84.67,0,0,0
09:02:01:47:00,70.4,0.4,85.83,0,0,0
09:02:01:52:00,70,0,87,0,0,0
09:02:01:57:00,70.2,0,86.5,0,0,0
09:02:02:02:00,70.3,0,86,0,0,0
09:02:02:07:00,70.5,0,85.5,0,0,0
09:02:02:12:00,70.7,0,85,0,0,0
09:02:02:17:00,70.8,0,84.5,0,0,0
09:02:02:22:00,71,0,84,0,0,0
09:02:02:27:00,71.2,0,83.5,0,0,0
09:02:02:32:00,71.3,0,83,0,0,0
09:02:02:37:00,71.5,0,82.5,0,0,0
09:02:02:42:00,71.7,0,82,0,0,0
09:02:02:47:00,71.8,0,81.5,0,0,0
09:02:02:52:00,72,0,81,0,0,0
09:02:02:57:00,72,0,81,0,0,0
09:02:03:02:00,72,0,81,0,0,0
09:02:03:07:00,72,0,81,0,0,0
09:02:03:12:00,72,0,81,0,0,0
09:02:03:17:00,72,0,81,0,0,0
09:02:03:22:00,72,0,81,0,0,0
09:02:03:27:00,72,0,81,0,0,0
09:02:03:32:00,72,0,81,0,0,0
09:02:03:37:00,72,0,81,0,0,0
09:02:03:42:00,72,0,81,0,0,0
09:02:03:47:00,72,0,81,0,0,0
09:02:03:52:00,72,0,81,0,0,0
09:02:03:57:00,71.7,0,81.58,0,0,0
09:02:04:02:00,71.3,0,82.17,0,0,0
09:02:04:07:00,71,0,82.75,0,0,0
09:02:04:12:00,70.7,0,83.33,0,0,0
09:02:04:17:00,70.3,0,83.92,0,0,0
09:02:04:22:00,70,0,84.5,0,0,0
09:02:04:27:00,69.7,0,85.08,0,0,0
09:02:04:32:00,69.3,0,85.67,0,0,0
09:02:04:37:00,69,0,86.25,0,0,0
09:02:04:42:00,68.7,0,86.83,0,0,0
09:02:04:47:00,68.3,0,87.42,0,0,0
09:02:04:52:00,68,0,88,0,0,0
09:02:04:57:00,68.3,0,87.67,0,0,0
09:02:05:02:00,68.5,0,87.33,0.17,0.03,0.05
09:02:05:07:00,68.8,0,87,0.57,0.1,0.18
09:02:05:12:00,69,0,86.67,0.97,0.18,0.3
09:02:05:17:00,69.3,0,86.33,1.37,0.26,0.43
09:02:05:22:00,69.6,0,86,1.76,0.34,0.55
09:02:05:27:00,69.8,0,85.67,2.14,0.42,0.67
09:02:05:32:00,70.1,0,85.33,2.51,0.5,0.79
09:02:05:37:00,70.3,0,85,2.88,0.58,0.91
09:02:05:42:00,70.6,0,84.67,3.24,0.67,1.03
09:02:05:47:00,70.8,0,84.33,3.59,0.75,1.15
09:02:05:52:00,71.1,0,84,3.93,0.84,1.26
09:02:05:57:00,71,0.3,84.25,4.31,0.92,1.39
09:02:06:02:00,70.9,0.6,84.5,6.01,1.07,1.82
09:02:06:07:00,70.8,0.9,84.75,9.7,1.34,2.72
09:02:06:12:00,70.7,1.2,85,13.38,1.62,3.62
09:02:06:17:00,70.6,1.5,85.25,17.06,1.89,4.53
09:02:06:22:00,70.5,1.8,85.5,20.75,2.16,5.43
09:02:06:27:00,70.5,2,85.75,24.43,2.43,6.33
09:02:06:32:00,70.4,2.3,86,28.11,2.7,7.23
09:02:06:37:00,70.3,2.6,86.25,31.8,2.97,8.14
09:02:06:42:00,70.2,2.9,86.5,35.48,3.24,9.04
09:02:06:47:00,70.1,3.2,86.75,39.16,3.52,9.94
09:02:06:52:00,70,3.5,87,42.85,3.79,10.84
09:02:06:57:00,70.2,3.2,87,46.96,4.03,11.8
09:02:07:02:00,70.3,2.9,87,50.47,4.23,13.08
09:02:07:07:00,70.5,2.6,87,53.02,4.39,14.86
09:02:07:12:00,70.7,2.3,87,55.6,4.54,16.66
09:02:07:17:00,70.8,2,87,58.22,4.69,18.47
09:02:07:22:00,71,1.7,87,60.88,4.83,20.29
09:02:07:27:00,71.2,1.5,87,63.58,4.97,22.13
09:02:07:32:00,71.3,1.2,87,66.31,5.11,23.99
09:02:07:37:00,71.5,0.9,87,69.08,5.25,25.86
09:02:07:42:00,71.7,0.6,87,71.89,5.38,27.74
09:02:07:47:00,71.8,0.3,87,74.74,5.51,29.64
09:02:07:52:00,72,0,87,77.62,5.64,31.56
09:02:07:57:00,72.2,0.3,86.83,77.88,5.96,32.79
09:02:08:02:00,72.3,0.6,86.67,77.43,6.31,33.89
09:02:08:07:00,72.5,0.9,86.5,76.04,6.69,34.83
09:02:08:12:00,72.6,1.2,86.33,74.61,7.09,35.71
09:02:08:17:00,72.8,1.5,86.17,73.14,7.5,36.54
09:02:08:22:00,73,1.8,86,71.64,7.92,37.31
09:02:08:27:00,73.1,2,85.83,70.11,8.35,38.03
09:02:08:32:00,73.3,2.3,85.67,68.54,8.79,38.7
09:02:08:37:00,73.4,2.6,85.5,66.94,9.24,39.31
09:02:08:42:00,73.6,2.9,85.33,65.3,9.7,39.88
09:02:08:47:00,73.7,3.2,85.17,63.63,10.18,40.38
09:02:08:52:00,73.9,3.5,85,61.92,10.66,40.84
09:02:08:57:00,74.5,3.7,83.75,64.63,10.73,43
09:02:09:02:00,75,3.9,82.5,67.38,10.7,45.1
09:02:09:07:00,75.6,4.1,81.25,70.18,10.52,47.1
09:02:09:12:00,76.1,4.3,80,73,10.34,49.14
09:02:09:17:00,76.7,4.5,78.75,75.86,10.16,51.22
09:02:09:22:00,77.3,4.7,77.5,78.76,9.97,53.35
09:02:09:27:00,77.8,4.8,76.25,81.69,9.79,55.52
09:02:09:32:00,78.4,5,75,84.66,9.6,57.73
09:02:09:37:00,78.9,5.2,73.75,87.66,9.41,59.98
09:02:09:42:00,79.5,5.4,72.5,90.7,9.22,62.28
09:02:09:47:00,80,5.6,71.25,93.77,9.03,64.62
09:02:09:52:00,80.6,5.8,70,96.88,8.84,67
09:02:09:57:00,80.8,5.7,69.17,97.58,8.86,68.29
09:02:10:02:00,81,5.6,68.33,98.08,8.9,69.34
09:02:10:07:00,81.2,5.5,67.5,98.27,8.96,70.02
09:02:10:12:00,81.4,5.4,66.67,98.47,9.01,70.71
09:02:10:17:00,81.6,5.3,65.83,98.66,9.07,71.39
09:02:10:22:00,81.8,5.2,65,98.85,9.12,72.08
09:02:10:27:00,81.9,5.1,64.17,99.04,9.18,72.76
09:02:10:32:00,82.1,5,63.33,99.23,9.23,73.45
09:02:10:37:00,82.3,4.9,62.5,99.42,9.29,74.13
09:02:10:42:00,82.5,4.8,61.67,99.62,9.34,74.82
09:02:10:47:00,82.7,4.7,60.83,99.81,9.39,75.5
09:02:10:52:00,82.9,4.6,60,100,9.45,76.19
09:02:10:57:00,83.3,4.7,59.42,98.52,9.66,76.23
09:02:11:02:00,83.6,4.8,58.83,96.97,9.86,76.03
09:02:11:07:00,84,4.9,58.25,95.32,10.01,75.45
09:02:11:12:00,84.3,5,57.67,93.66,10.17,74.88
09:02:11:17:00,84.7,5.1,57.08,92.01,10.33,74.3
09:02:11:22:00,85,5.2,56.5,90.35,10.49,73.73
09:02:11:27:00,85.4,5.3,55.92,88.69,10.65,73.15
09:02:11:32:00,85.7,5.4,55.33,87.03,10.81,72.57
09:02:11:37:00,86.1,5.5,54.75,85.38,10.97,71.99
09:02:11:42:00,86.4,5.6,54.17,83.72,11.13,71.41
09:02:11:47:00,86.8,5.7,53.58,82.06,11.29,70.83
09:02:11:52:00,87.1,5.8,53,80.4,11.44,70.24
09:02:11:57:00,87.3,5.6,52.75,82.09,11.29,70.96
09:02:12:02:00,87.6,5.4,52.5,83.73,11.11,71.46
09:02:12:07:00,87.8,5.2,52.25,85.28,10.91,71.63
09:02:12:12:00,88.1,5,52,86.84,10.71,71.79
09:02:12:17:00,88.3,4.8,51.75,88.39,10.51,71.94
09:02:12:22:00,88.6,4.6,51.5,89.93,10.31,72.08
09:02:12:27:00,88.8,4.5,51.25,91.47,10.12,72.21
09:02:12:32:00,89,4.3,51,93.01,9.92,72.34
09:02:12:37:00,89.3,4.1,50.75,94.54,9.73,72.45
09:02:12:42:00,89.5,3.9,50.5,96.06,9.54,72.56
09:02:12:47:00,89.8,3.7,50.25,97.58,9.35,72.66
09:02:12:52:00,90,3.5,50,99.1,9.16,72.75
09:02:12:57:00,90.3,3.6,49.5,98.14,9.2,71.93
09:02:13:02:00,90.5,3.7,49,97.1,9.22,70.88
09:02:13:07:00,90.8,3.8,48.5,95.94,9.21,69.51
09:02:13:12:00,91.1,3.9,48,94.78,9.2,68.15
09:02:13:17:00,91.3,4,47.5,93.63,9.19,66.8
09:02:13:22:00,91.6,4.1,47,92.49,9.17,65.45
09:02:13:27:00,91.9,4.1,46.5,91.35,9.16,64.12
09:02:13:32:00,92.1,4.2,46,90.22,9.14,62.79
09:02:13:37:00,92.4,4.3,45.5,89.09,9.13,61.47
09:02:13:42:00,92.7,4.4,45,87.97,9.11,60.17
09:02:13:47:00,92.9,4.5,44.5,86.85,9.09,58.87
09:02:13:52:00,93.2,4.6,44,85.74,9.07,57.58
09:02:13:57:00,93.2,4.7,43.75,85.43,8.98,56.55
09:02:14:02:00,93.2,4.8,43.5,84.96,8.86,55.33
09:02:14:07:00,93.2,4.9,43.25,84.23,8.71,53.84
09:02:14:12:00,93.2,5,43,83.51,8.56,52.34
09:02:14:17:00,93.2,5.1,42.75,82.78,8.41,50.85
09:02:14:22:00,93.2,5.2,42.5,82.06,8.26,49.36
09:02:14:27:00,93.2,5.3,42.25,81.34,8.11,47.86
09:02:14:32:00,93.2,5.4,42,80.61,7.96,46.37
09:02:14:37:00,93.2,5.5,41.75,79.89,7.81,44.88
09:02:14:42:00,93.2,5.6,41.5,79.17,7.66,43.39
09:02:14:47:00,93.2,5.7,41.25,78.44,7.51,41.89
09:02:14:52:00,93.2,5.8,41,77.72,7.36,40.4
09:02:14:57:00,93.4,5.7,40.75,77,7.21,38.91
09:02:15:02:00,93.5,5.6,40.5,75.93,7.04,37.33
09:02:15:07:00,93.7,5.5,40.25,74.36,6.85,35.62
09:02:15:12:00,93.8,5.4,40,72.79,6.66,33.91
09:02:15:17:00,94,5.3,39.75,71.22,6.47,32.2
09:02:15:22:00,94.1,5.2,39.5,69.65,6.27,30.49
09:02:15:27:00,94.3,5.1,39.25,68.08,6.08,28.78
09:02:15:32:00,94.4,5,39,66.51,5.89,27.07
09:02:15:37:00,94.6,4.9,38.75,64.94,5.7,25.36
09:02:15:42:00,94.7,4.8,38.5,63.37,5.51,23.65
09:02:15:47:00,94.9,4.7,38.25,61.8,5.32,21.94
09:02:15:52:00,95,4.6,38,60.23,5.13,20.23
09:02:15:57:00,95,4.2,38.25,58.66,4.94,18.52
09:02:16:02:00,95,3.8,38.5,56.21,4.74,17.02
09:02:16:07:00,95,3.4,38.75,52.45,4.51,15.84
09:02:16:12:00,95,3.1,39,48.68,4.29,14.66
09:02:16:17:00,95,2.7,39.25,44.91,4.07,13.48
09:02:16:22:00,95,2.3,39.5,41.15,3.85,12.3
09:02:16:27:00,95,1.9,39.75,37.38,3.63,11.12
09:02:16:32:00,95,1.5,40,33.62,3.41,9.94
09:02:16:37:00,95,1.1,40.25,29.85,3.19,8.76
09:02:16:42:00,95,0.8,40.5,26.09,2.97,7.58
09:02:16:47:00,95,0.4,40.75,22.32,2.75,6.4
09:02:16:52:00,95,0,41,18.56,2.52,5.22
09:02:16:57:00,94.9,0.6,41,14.65,2.32,4.02
09:02:17:02:00,94.8,1.2,41,11.89,2.13,3.19
09:02:17:07:00,94.7,1.7,41,10.76,1.96,2.91
09:02:17:12:00,94.6,2.3,41,9.65,1.79,2.62
09:02:17:17:00,94.5,2.9,41,8.56,1.61,2.34
09:02:17:22:00,94.4,3.5,41,7.49,1.44,2.06
09:02:17:27:00,94.4,4,41,6.44,1.26,1.78
09:02:17:32:00,94.3,4.6,41,5.41,1.07,1.5
09:02:17:37:00,94.2,5.2,41,4.4,0.89,1.23
09:02:17:42:00,94.1,5.8,41,3.41,0.7,0.96
09:02:17:47:00,94,6.3,41,2.44,0.51,0.69
09:02:17:52:00,93.9,6.9,41,1.49,0.32,0.42
09:02:17:57:00,93.4,6.7,41.67,0.55,0.12,0.16
09:02:18:02:00,92.9,6.5,42.33,0,0,0
09:02:18:07:00,92.4,6.3,43,0,0,0
09:02:18:12:00,91.9,6.1,43.67,0,0,0
09:02:18:17:00,91.4,5.9,44.33,0,0,0
09:02:18:22:00,90.8,5.7,45,0,0,0
09:02:18:27:00,90.3,5.6,45.67,0,0,0
09:02:18:32:00,89.8,5.4,46.33,0,0,0
09:02:18:37:00,89.3,5.2,47,0,0,0
