#DUKE weather file,,,,,,
$state_name=North Carolina,,,,,,
$city_name=Charlotte,,,,,,
$lat_deg=35,,,,,,
$lat_min=13,,,,,,
$long_deg=-80,,,,,,
$long_min=56,,,,,,
$timezone_offset=-4,,,,,,
temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global,
#month:day:hour:minute:second,,,,,,
02:07:16:42:00,57.1,0,33.83,29.72,4.06,9.24
02:07:16:47:00,57.1,0,33.92,27.44,3.85,7.95
02:07:16:52:00,57,0,34,25.16,3.64,6.66
02:07:16:57:00,56.7,0,35.08,23.01,3.41,5.4
02:07:17:02:00,56.3,0,36.17,21.05,3.17,4.5
02:07:17:07:00,56,0,37.25,19.39,2.88,4.13
02:07:17:12:00,55.7,0,38.33,17.7,2.6,3.76
02:07:17:17:00,55.4,0,39.42,15.99,2.32,3.39
02:07:17:22:00,55,0,40.5,14.26,2.05,3.01
02:07:17:27:00,54.7,0,41.58,12.52,1.77,2.62
02:07:17:32:00,54.4,0,42.67,10.74,1.5,2.24
02:07:17:37:00,54.1,0,43.75,8.95,1.23,1.85
02:07:17:42:00,53.7,0,44.83,7.14,0.96,1.45
02:07:17:47:00,53.4,0,45.92,5.31,0.69,1.05
02:07:17:52:00,53.1,0,47,3.45,0.42,0.65
02:07:17:57:00,52.8,0,46.75,1.58,0.16,0.25
02:07:18:02:00,52.6,0,46.5,0.43,0,0
02:07:18:07:00,52.3,0,46.25,0.39,0,0
02:07:18:12:00,52.1,0,46,0.36,0,0
02:07:18:17:00,51.8,0,45.75,0.32,0,0
02:07:18:22:00,51.5,0,45.5,0.29,0,0
02:07:18:27:00,51.3,0,45.25,0.25,0,0
02:07:18:32:00,51,0,45,0.21,0,0
02:07:18:37:00,50.8,0,44.75,0.18,0,0
02:07:18:42:00,50.5,0,44.5,0.14,0,0
02:07:18:47:00,50.3,0,44.25,0.1,0,0
02:07:18:52:00,50,0,44,0.06,0,0
02:07:18:57:00,49.9,0,43.92,0.02,0,0
02:07:19:02:00,49.8,0,43.83,0,0,0
02:07:19:07:00,49.7,0,43.75,0,0,0
02:07:19:12:00,49.6,0,43.67,0,0,0
02:07:19:17:00,49.5,0,43.58,0,0,0
02:07:19:22:00,49.4,0,43.5,0,0,0
02:07:19:27:00,49.4,0,43.42,0,0,0
02:07:19:32:00,49.3,0,43.33,0,0,0
02:07:19:37:00,49.2,0,43.25,0,0,0
02:07:19:42:00,49.1,0,43.17,0,0,0
02:07:19:47:00,49,0,43.08,0,0,0
02:07:19:52:00,48.9,0,43,0,0,0
02:07:19:57:00,48.8,0.3,43.08,0,0,0
02:07:20:02:00,48.7,0.6,43.17,0,0,0
02:07:20:07:00,48.7,0.9,43.25,0,0,0
02:07:20:12:00,48.6,1.2,43.33,0,0,0
02:07:20:17:00,48.5,1.5,43.42,0,0,0
02:07:20:22:00,48.4,1.8,43.5,0,0,0
02:07:20:27:00,48.4,2,43.58,0,0,0
02:07:20:32:00,48.3,2.3,43.67,0,0,0
02:07:20:37:00,48.2,2.6,43.75,0,0,0
02:07:20:42:00,48.1,2.9,43.83,0,0,0
02:07:20:47:00,48.1,3.2,43.92,0,0,0
02:07:20:52:00,48,3.5,44,0,0,0
02:07:20:57:00,47.7,3.2,44.67,0,0,0
02:07:21:02:00,47.5,2.9,45.33,0,0,0
02:07:21:07:00,47.2,2.6,46,0,0,0
02:07:21:12:00,47,2.3,46.67,0,0,0
02:07:21:17:00,46.7,2,47.33,0,0,0
02:07:21:22:00,46.5,1.7,48,0,0,0
02:07:21:27:00,46.2,1.5,48.67,0,0,0
02:07:21:32:00,46,1.2,49.33,0,0,0
02:07:21:37:00,45.7,0.9,50,0,0,0
02:07:21:42:00,45.5,0.6,50.67,0,0,0
02:07:21:47:00,45.2,0.3,51.33,0,0,0
02:07:21:52:00,45,0,52,0,0,0
02:07:21:57:00,44.7,0,52.67,0,0,0
02:07:22:02:00,44.3,0,53.33,0,0,0
02:07:22:07:00,44,0,54,0,0,0
02:07:22:12:00,43.7,0,54.67,0,0,0
02:07:22:17:00,43.3,0,55.33,0,0,0
02:07:22:22:00,43,0,56,0,0,0
02:07:22:27:00,42.7,0,56.67,0,0,0
02:07:22:32:00,42.3,0,57.33,0,0,0
02:07:22:37:00,42,0,58,0,0,0
02:07:22:42:00,41.7,0,58.67,0,0,0
02:07:22:47:00,41.3,0,59.33,0,0,0
02:07:22:52:00,41,0,60,0,0,0
02:07:22:57:00,41,0,60.42,0,0,0
02:07:23:02:00,41,0,60.83,0,0,0
02:07:23:07:00,41,0,61.25,0,0,0
02:07:23:12:00,41,0,61.67,0,0,0
02:07:23:17:00,41,0,62.08,0,0,0
02:07:23:22:00,41,0,62.5,0,0,0
02:07:23:27:00,41,0,62.92,0,0,0
02:07:23:32:00,41,0,63.33,0,0,0
02:07:23:37:00,41,0,63.75,0,0,0
02:07:23:42:00,41,0,64.17,0,0,0
02:07:23:47:00,41,0,64.58,0,0,0
02:07:23:52:00,41,0,65,0,0,0
02:07:23:57:00,40.2,0,66.67,0,0,0
02:08:00:02:00,39.5,0,68.33,0,0,0
02:08:00:07:00,38.7,0,70,0,0,0
02:08:00:12:00,38,0,71.67,0,0,0
02:08:00:17:00,37.2,0,73.33,0,0,0
02:08:00:22:00,36.5,0,75,0,0,0
02:08:00:27:00,35.7,0,76.67,0,0,0
02:08:00:32:00,35,0,78.33,0,0,0
02:08:00:37:00,34.2,0,80,0,0,0
02:08:00:42:00,33.5,0,81.67,0,0,0
02:08:00:47:00,32.7,0,83.33,0,0,0
02:08:00:52:00,32,0,85,0,0,0
02:08:00:57:00,32.6,0.3,83.75,0,0,0
02:08:01:02:00,33.2,0.6,82.5,0,0,0
02:08:01:07:00,33.8,0.9,81.25,0,0,0
02:08:01:12:00,34.3,1.2,80,0,0,0
02:08:01:17:00,34.9,1.5,78.75,0,0,0
02:08:01:22:00,35.5,1.8,77.5,0,0,0
02:08:01:27:00,36.1,2,76.25,0,0,0
02:08:01:32:00,36.7,2.3,75,0,0,0
02:08:01:37:00,37.3,2.6,73.75,0,0,0
02:08:01:42:00,37.8,2.9,72.5,0,0,0
02:08:01:47:00,38.4,3.2,71.25,0,0,0
02:08:01:52:00,39,3.5,70,0,0,0
02:08:01:57:00,38.5,3.2,71.25,0,0,0
02:08:02:02:00,38,2.9,72.5,0,0,0
02:08:02:07:00,37.5,2.6,73.75,0,0,0
02:08:02:12:00,37,2.3,75,0,0,0
02:08:02:17:00,36.5,2,76.25,0,0,0
02:08:02:22:00,36,1.7,77.5,0,0,0
02:08:02:27:00,35.6,1.5,78.75,0,0,0
02:08:02:32:00,35.1,1.2,80,0,0,0
02:08:02:37:00,34.6,0.9,81.25,0,0,0
02:08:02:42:00,34.1,0.6,82.5,0,0,0
02:08:02:47:00,33.6,0.3,83.75,0,0,0
02:08:02:52:00,33.1,0,85,0,0,0
02:08:02:57:00,33.3,0,84.75,0,0,0
02:08:03:02:00,33.4,0,84.5,0,0,0
02:08:03:07:00,33.6,0,84.25,0,0,0
02:08:03:12:00,33.8,0,84,0,0,0
02:08:03:17:00,33.9,0,83.75,0,0,0
02:08:03:22:00,34.1,0,83.5,0,0,0
02:08:03:27:00,34.3,0,83.25,0,0,0
02:08:03:32:00,34.4,0,83,0,0,0
02:08:03:37:00,34.6,0,82.75,0,0,0
02:08:03:42:00,34.8,0,82.5,0,0,0
02:08:03:47:00,34.9,0,82.25,0,0,0
02:08:03:52:00,35.1,0,82,0,0,0
02:08:03:57:00,35.1,0,82.58,0,0,0
02:08:04:02:00,35.1,0,83.17,0,0,0
02:08:04:07:00,35.1,0,83.75,0,0,0
02:08:04:12:00,35.1,0,84.33,0,0,0
02:08:04:17:00,35.1,0,84.92,0,0,0
02:08:04:22:00,35.1,0,85.5,0,0,0
02:08:04:27:00,35.1,0,86.08,0,0,0
02:08:04:32:00,35.1,0,86.67,0,0,0
02:08:04:37:00,35.1,0,87.25,0,0,0
02:08:04:42:00,35.1,0,87.83,0,0,0
02:08:04:47:00,35.1,0,88.42,0,0,0
02:08:04:52:00,35.1,0,89,0,0,0
02:08:04:57:00,35.5,0,87.42,0,0,0
02:08:05:02:00,35.9,0,85.83,0,0,0
02:08:05:07:00,36.3,0,84.25,0,0,0
02:08:05:12:00,36.7,0,82.67,0,0,0
02:08:05:17:00,37.1,0,81.08,0,0,0
02:08:05:22:00,37.5,0,79.5,0,0,0
02:08:05:27:00,37.9,0,77.92,0,0,0
02:08:05:32:00,38.3,0,76.33,0,0,0
02:08:05:37:00,38.7,0,74.75,0,0,0
02:08:05:42:00,39.1,0,73.17,0,0,0
02:08:05:47:00,39.5,0,71.58,0,0,0
02:08:05:52:00,39.9,0,70,0,0,0
02:08:05:57:00,39.6,0.6,71.33,0,0,0
02:08:06:02:00,39.2,1.2,72.67,0.57,0.06,0.09
02:08:06:07:00,38.9,1.7,74,1.98,0.21,0.31
02:08:06:12:00,38.6,2.3,75.33,3.39,0.37,0.53
02:08:06:17:00,38.3,2.9,76.67,4.81,0.52,0.75
02:08:06:22:00,37.9,3.5,78,6.22,0.67,0.97
02:08:06:27:00,37.6,4,79.33,7.64,0.82,1.19
02:08:06:32:00,37.3,4.6,80.67,9.05,0.98,1.42
02:08:06:37:00,37,5.2,82,10.47,1.13,1.64
02:08:06:42:00,36.6,5.8,83.33,11.88,1.28,1.86
02:08:06:47:00,36.3,6.3,84.67,13.3,1.43,2.08
02:08:06:52:00,36,6.9,86,14.71,1.59,2.3
02:08:06:57:00,36.2,6.8,86,16.12,1.74,2.52
02:08:07:02:00,36.3,6.7,86,18.01,1.93,3.12
02:08:07:07:00,36.5,6.6,86,20.6,2.2,4.3
02:08:07:12:00,36.6,6.5,86,23.19,2.46,5.47
02:08:07:17:00,36.8,6.4,86,25.78,2.73,6.65
02:08:07:22:00,37,6.3,86,28.37,2.99,7.82
02:08:07:27:00,37.1,6.3,86,30.97,3.26,9
02:08:07:32:00,37.3,6.2,86,33.56,3.52,10.17
02:08:07:37:00,37.4,6.1,86,36.15,3.78,11.35
02:08:07:42:00,37.6,6,86,38.74,4.05,12.52
02:08:07:47:00,37.7,5.9,86,41.33,4.31,13.69
02:08:07:52:00,37.9,5.8,86,43.92,4.58,14.87
02:08:07:57:00,38.4,5.3,84.75,46.25,4.86,15.97
02:08:08:02:00,38.9,4.8,83.5,47.93,5.11,17.12
02:08:08:07:00,39.5,4.3,82.25,48.65,5.31,18.37
02:08:08:12:00,40,3.9,81,49.36,5.51,19.61
02:08:08:17:00,40.5,3.4,79.75,50.06,5.71,20.83
02:08:08:22:00,41,2.9,78.5,50.74,5.92,22.04
02:08:08:27:00,41.5,2.4,77.25,51.42,6.13,23.24
02:08:08:32:00,42,1.9,76,52.08,6.33,24.42
02:08:08:37:00,42.6,1.4,74.75,52.74,6.54,25.59
02:08:08:42:00,43.1,1,73.5,53.38,6.75,26.75
02:08:08:47:00,43.6,0.5,72.25,54.01,6.96,27.89
02:08:08:52:00,44.1,0,71,54.63,7.18,29.02
02:08:08:57:00,44.1,0,71,55.57,7.37,30.29
02:08:09:02:00,44.1,0,71,56.3,7.54,31.48
02:08:09:07:00,44.1,0,71,56.73,7.69,32.54
02:08:09:12:00,44.1,0,71,57.15,7.84,33.6
02:08:09:17:00,44.1,0,71,57.58,7.98,34.66
02:08:09:22:00,44.1,0,71,58.01,8.13,35.72
02:08:09:27:00,44.1,0,71,58.43,8.28,36.78
02:08:09:32:00,44.1,0,71,58.86,8.43,37.84
02:08:09:37:00,44.1,0,71,59.29,8.58,38.9
02:08:09:42:00,44.1,0,71,59.71,8.72,39.96
02:08:09:47:00,44.1,0,71,60.14,8.87,41.02
02:08:09:52:00,44.1,0,71,60.57,9.02,42.08
02:08:09:57:00,44.1,0.4,71.42,61.72,9.11,43.59
02:08:10:02:00,44.2,0.8,71.83,62.79,9.17,44.98
02:08:10:07:00,44.2,1.2,72.25,63.74,9.2,46.17
02:08:10:12:00,44.3,1.5,72.67,64.68,9.22,47.38
02:08:10:17:00,44.3,1.9,73.08,65.63,9.24,48.6
02:08:10:22:00,44.4,2.3,73.5,66.59,9.26,49.83
02:08:10:27:00,44.4,2.7,73.92,67.55,9.28,51.08
02:08:10:32:00,44.4,3.1,74.33,68.52,9.3,52.34
02:08:10:37:00,44.5,3.5,74.75,69.49,9.31,53.62
02:08:10:42:00,44.5,3.8,75.17,70.47,9.33,54.91
02:08:10:47:00,44.6,4.2,75.58,71.45,9.34,56.22
02:08:10:52:00,44.6,4.6,76,72.44,9.36,57.55
02:08:10:57:00,44.7,4.6,75.33,71.91,9.5,57.8
02:08:11:02:00,44.8,4.6,74.67,71.33,9.63,57.86
02:08:11:07:00,45,4.6,74,70.65,9.72,57.62
02:08:11:12:00,45.1,4.6,73.33,69.97,9.82,57.37
02:08:11:17:00,45.2,4.6,72.67,69.29,9.91,57.12
02:08:11:22:00,45.3,4.6,72,68.61,10.01,56.86
02:08:11:27:00,45.4,4.6,71.33,67.92,10.11,56.6
02:08:11:32:00,45.5,4.6,70.67,67.24,10.21,56.33
02:08:11:37:00,45.7,4.6,70,66.55,10.3,56.05
02:08:11:42:00,45.8,4.6,69.33,65.86,10.4,55.77
02:08:11:47:00,45.9,4.6,68.67,65.17,10.5,55.49
02:08:11:52:00,46,4.6,68,64.48,10.6,55.19
02:08:11:57:00,46.2,4.7,67.25,64.55,10.63,55.47
02:08:12:02:00,46.5,4.8,66.5,64.58,10.64,55.58
02:08:12:07:00,46.7,4.9,65.75,64.54,10.62,55.41
02:08:12:12:00,47,5,65,64.5,10.6,55.25
02:08:12:17:00,47.2,5.1,64.25,64.46,10.58,55.09
02:08:12:22:00,47.5,5.2,63.5,64.42,10.56,54.93
02:08:12:27:00,47.7,5.3,62.75,64.38,10.54,54.76
02:08:12:32:00,47.9,5.4,62,64.34,10.52,54.6
02:08:12:37:00,48.2,5.5,61.25,64.3,10.5,54.44
02:08:12:42:00,48.4,5.6,60.5,64.26,10.47,54.28
02:08:12:47:00,48.7,5.7,59.75,64.22,10.45,54.11
02:08:12:52:00,48.9,5.8,59,64.18,10.43,53.95
02:08:12:57:00,49.1,6.3,58.75,64.52,10.38,54.07
02:08:13:02:00,49.3,6.8,58.5,64.81,10.3,54.01
02:08:13:07:00,49.5,7.2,58.25,65.03,10.2,53.69
02:08:13:12:00,49.6,7.7,58,65.24,10.09,53.36
02:08:13:17:00,49.8,8.2,57.75,65.45,9.98,53.02
02:08:13:22:00,50,8.7,57.5,65.66,9.88,52.68
02:08:13:27:00,50.2,9.1,57.25,65.86,9.77,52.34
02:08:13:32:00,50.4,9.6,57,66.07,9.67,51.98
02:08:13:37:00,50.6,10.1,56.75,66.27,9.57,51.62
02:08:13:42:00,50.7,10.6,56.5,66.47,9.46,51.26
02:08:13:47:00,50.9,11,56.25,66.66,9.36,50.88
02:08:13:52:00,51.1,11.5,56,66.86,9.26,50.51
02:08:13:57:00,51.3,11.3,55.92,66.31,9.22,49.63
02:08:14:02:00,51.4,11.1,55.83,65.68,9.16,48.6
02:08:14:07:00,51.6,10.9,55.75,64.94,9.06,47.34
02:08:14:12:00,51.8,10.7,55.67,64.2,8.97,46.09
02:08:14:17:00,51.9,10.5,55.58,63.46,8.88,44.85
02:08:14:22:00,52.1,10.3,55.5,62.72,8.78,43.62
02:08:14:27:00,52.3,10.2,55.42,61.99,8.68,42.4
02:08:14:32:00,52.4,10,55.33,61.27,8.59,41.19
02:08:14:37:00,52.6,9.8,55.25,60.55,8.49,39.99
02:08:14:42:00,52.8,9.6,55.17,59.83,8.39,38.79
02:08:14:47:00,52.9,9.4,55.08,59.12,8.29,37.61
02:08:14:52:00,53.1,9.2,55,58.41,8.19,36.44
02:08:14:57:00,53,8.9,54.83,58.74,8.01,35.84
02:08:15:02:00,52.9,8.6,54.67,58.91,7.82,35.11
02:08:15:07:00,52.8,8.3,54.5,58.82,7.59,34.19
02:08:15:12:00,52.7,8.1,54.33,58.72,7.36,33.25
02:08:15:17:00,52.6,7.8,54.17,58.59,7.14,32.28
02:08:15:22:00,52.5,7.5,54,58.45,6.92,31.29
02:08:15:27:00,52.5,7.2,53.83,58.3,6.7,30.27
02:08:15:32:00,52.4,6.9,53.67,58.12,6.49,29.22
02:08:15:37:00,52.3,6.6,53.5,57.93,6.28,28.15
02:08:15:42:00,52.2,6.4,53.33,57.71,6.06,27.06
02:08:15:47:00,52.1,6.1,53.17,57.49,5.86,25.93
02:08:15:52:00,52,5.8,53,57.24,5.65,24.79
02:08:15:57:00,52,5.7,53.08,56.09,5.5,23.29
02:08:16:02:00,52,5.6,53.17,54.26,5.34,21.78
02:08:16:07:00,52,5.5,53.25,51.41,5.16,20.25
02:08:16:12:00,52,5.4,53.33,48.58,4.98,18.73
02:08:16:17:00,52,5.3,53.42,45.78,4.8,17.23
02:08:16:22:00,52,5.2,53.5,43.01,4.62,15.74
02:08:16:27:00,52,5.1,53.58,40.27,4.44,14.26
02:08:16:32:00,52,5,53.67,37.55,4.25,12.8
02:08:16:37:00,52,4.9,53.75,34.86,4.06,11.35
02:08:16:42:00,52,4.8,53.83,32.2,3.88,9.91
02:08:16:47:00,52,4.7,53.92,29.57,3.69,8.49
02:08:16:52:00,52,4.6,54,26.96,3.5,7.08
02:08:16:57:00,51.6,4.6,55,24.92,3.26,5.77
02:08:17:02:00,51.1,4.6,56,23.04,3,4.82
02:08:17:07:00,50.7,4.6,57,21.43,2.72,4.45
02:08:17:12:00,50.3,4.6,58,19.76,2.43,4.07
02:08:17:17:00,49.9,4.6,59,18.03,2.16,3.68
02:08:17:22:00,49.4,4.6,60,16.23,1.89,3.28
02:08:17:27:00,49,4.6,61,14.37,1.62,2.88
02:08:17:32:00,48.6,4.6,62,12.45,1.36,2.46
02:08:17:37:00,48.2,4.6,63,10.47,1.11,2.04
02:08:17:42:00,47.7,4.6,64,8.42,0.86,1.61
02:08:17:47:00,47.3,4.6,65,6.32,0.61,1.17
02:08:17:52:00,46.9,4.6,66,4.14,0.37,0.73
02:08:17:57:00,46.7,4.8,66.17,1.87,0.14,0.27
02:08:18:02:00,46.6,5,66.33,0.5,0,0
02:08:18:07:00,46.4,5.2,66.5,0.45,0,0
02:08:18:12:00,46.3,5.4,66.67,0.41,0,0
02:08:18:17:00,46.1,5.6,66.83,0.36,0,0
02:08:18:22:00,45.9,5.8,67,0.32,0,0
02:08:18:27:00,45.8,5.9,67.17,0.27,0,0
02:08:18:32:00,45.6,6.1,67.33,0.23,0,0
02:08:18:37:00,45.5,6.3,67.5,0.19,0,0
02:08:18:42:00,45.3,6.5,67.67,0.14,0,0
02:08:18:47:00,45.2,6.7,67.83,0.1,0,0
02:08:18:52:00,45,6.9,68,0.06,0,0
02:08:18:57:00,44.7,6.7,68.42,0.02,0,0
02:08:19:02:00,44.3,6.5,68.83,0,0,0
02:08:19:07:00,44,6.3,69.25,0,0,0
02:08:19:12:00,43.7,6.1,69.67,0,0,0
02:08:19:17:00,43.3,5.9,70.08,0,0,0
02:08:19:22:00,43,5.7,70.5,0,0,0
02:08:19:27:00,42.7,5.6,70.92,0,0,0
02:08:19:32:00,42.3,5.4,71.33,0,0,0
02:08:19:37:00,42,5.2,71.75,0,0,0
02:08:19:42:00,41.7,5,72.17,0,0,0
02:08:19:47:00,41.3,4.8,72.58,0,0,0
02:08:19:52:00,41,4.6,73,0,0,0
02:08:19:57:00,41.2,4.5,72.08,0,0,0
02:08:20:02:00,41.3,4.4,71.17,0,0,0
02:08:20:07:00,41.5,4.3,70.25,0,0,0
02:08:20:12:00,41.7,4.2,69.33,0,0,0
02:08:20:17:00,41.8,4.1,68.42,0,0,0
02:08:20:22:00,42,4,67.5,0,0,0
02:08:20:27:00,42.2,4,66.58,0,0,0
02:08:20:32:00,42.3,3.9,65.67,0,0,0
02:08:20:37:00,42.5,3.8,64.75,0,0,0
02:08:20:42:00,42.7,3.7,63.83,0,0,0
02:08:20:47:00,42.8,3.6,62.92,0,0,0
02:08:20:52:00,43,3.5,62,0,0,0
02:08:20:57:00,42.8,3.6,62.25,0,0,0
02:08:21:02:00,42.7,3.7,62.5,0,0,0
02:08:21:07:00,42.5,3.8,62.75,0,0,0
02:08:21:12:00,42.3,3.9,63,0,0,0
02:08:21:17:00,42.2,4,63.25,0,0,0
02:08:21:22:00,42,4.1,63.5,0,0,0
02:08:21:27:00,41.8,4.1,63.75,0,0,0
02:08:21:32:00,41.7,4.2,64,0,0,0
02:08:21:37:00,41.5,4.3,64.25,0,0,0
02:08:21:42:00,41.3,4.4,64.5,0,0,0
02:08:21:47:00,41.2,4.5,64.75,0,0,0
02:08:21:52:00,41,4.6,65,0,0,0
02:08:21:57:00,40.7,4.6,65.42,0,0,0
02:08:22:02:00,40.5,4.6,65.83,0,0,0
02:08:22:07:00,40.2,4.6,66.25,0,0,0
02:08:22:12:00,40,4.6,66.67,0,0,0
02:08:22:17:00,39.7,4.6,67.08,0,0,0
02:08:22:22:00,39.4,4.6,67.5,0,0,0
02:08:22:27:00,39.2,4.6,67.92,0,0,0
02:08:22:32:00,38.9,4.6,68.33,0,0,0
02:08:22:37:00,38.7,4.6,68.75,0,0,0
02:08:22:42:00,38.4,4.6,69.17,0,0,0
02:08:22:47:00,38.2,4.6,69.58,0,0,0
02:08:22:52:00,37.9,4.6,70,0,0,0
02:08:22:57:00,37.9,4.6,69.83,0,0,0
02:08:23:02:00,37.9,4.6,69.67,0,0,0
02:08:23:07:00,37.9,4.6,69.5,0,0,0
02:08:23:12:00,37.9,4.6,69.33,0,0,0
02:08:23:17:00,37.9,4.6,69.17,0,0,0
02:08:23:22:00,37.9,4.6,69,0,0,0
02:08:23:27:00,37.9,4.6,68.83,0,0,0
02:08:23:32:00,37.9,4.6,68.67,0,0,0
02:08:23:37:00,37.9,4.6,68.5,0,0,0
02:08:23:42:00,37.9,4.6,68.33,0,0,0
02:08:23:47:00,37.9,4.6,68.17,0,0,0
02:08:23:52:00,37.9,4.6,68,0,0,0
02:08:23:57:00,37.7,4.2,68.42,0,0,0
02:09:00:02:00,37.6,3.8,68.83,0,0,0
02:09:00:07:00,37.4,3.4,69.25,0,0,0
02:09:00:12:00,37.3,3.1,69.67,0,0,0
02:09:00:17:00,37.1,2.7,70.08,0,0,0
02:09:00:22:00,36.9,2.3,70.5,0,0,0
02:09:00:27:00,36.8,1.9,70.92,0,0,0
02:09:00:32:00,36.6,1.5,71.33,0,0,0
02:09:00:37:00,36.5,1.1,71.75,0,0,0
02:09:00:42:00,36.3,0.8,72.17,0,0,0
02:09:00:47:00,36.2,0.4,72.58,0,0,0
02:09:00:52:00,36,0,73,0,0,0
02:09:00:57:00,35.8,0,73.75,0,0,0
02:09:01:02:00,35.5,0,74.5,0,0,0
02:09:01:07:00,35.3,0,75.25,0,0,0
02:09:01:12:00,35,0,76,0,0,0
02:09:01:17:00,34.8,0,76.75,0,0,0
02:09:01:22:00,34.5,0,77.5,0,0,0
02:09:01:27:00,34.3,0,78.25,0,0,0
02:09:01:32:00,34.1,0,79,0,0,0
02:09:01:37:00,33.8,0,79.75,0,0,0
02:09:01:42:00,33.6,0,80.5,0,0,0
02:09:01:47:00,33.3,0,81.25,0,0,0
02:09:01:52:00,33.1,0,82,0,0,0
02:09:01:57:00,33.3,0.3,81.25,0,0,0
02:09:02:02:00,33.6,0.6,80.5,0,0,0
02:09:02:07:00,33.8,0.9,79.75,0,0,0
02:09:02:12:00,34.1,1.2,79,0,0,0
02:09:02:17:00,34.3,1.5,78.25,0,0,0
02:09:02:22:00,34.6,1.8,77.5,0,0,0
02:09:02:27:00,34.8,2,76.75,0,0,0
02:09:02:32:00,35,2.3,76,0,0,0
02:09:02:37:00,35.3,2.6,75.25,0,0,0
02:09:02:42:00,35.5,2.9,74.5,0,0,0
02:09:02:47:00,35.8,3.2,73.75,0,0,0
02:09:02:52:00,36,3.5,73,0,0,0
02:09:02:57:00,35.5,3.2,74.25,0,0,0
02:09:03:02:00,35,2.9,75.5,0,0,0
02:09:03:07:00,34.5,2.6,76.75,0,0,0
02:09:03:12:00,34,2.3,78,0,0,0
02:09:03:17:00,33.5,2,79.25,0,0,0
02:09:03:22:00,33,1.7,80.5,0,0,0
02:09:03:27:00,32.5,1.5,81.75,0,0,0
02:09:03:32:00,32,1.2,83,0,0,0
02:09:03:37:00,31.5,0.9,84.25,0,0,0
02:09:03:42:00,31,0.6,85.5,0,0,0
02:09:03:47:00,30.5,0.3,86.75,0,0,0
02:09:03:52:00,30,0,88,0,0,0
02:09:03:57:00,30.4,0.3,87,0,0,0
02:09:04:02:00,30.9,0.6,86,0,0,0
02:09:04:07:00,31.3,0.9,85,0,0,0
02:09:04:12:00,31.7,1.2,84,0,0,0
02:09:04:17:00,32.1,1.5,83,0,0,0
02:09:04:22:00,32.6,1.8,82,0,0,0
02:09:04:27:00,33,2,81,0,0,0
02:09:04:32:00,33.4,2.3,80,0,0,0
02:09:04:37:00,33.8,2.6,79,0,0,0
02:09:04:42:00,34.3,2.9,78,0,0,0
02:09:04:47:00,34.7,3.2,77,0,0,0
02:09:04:52:00,35.1,3.5,76,0,0,0
02:09:04:57:00,34.5,3.2,77.33,0,0,0
02:09:05:02:00,33.9,2.9,78.67,0,0,0
02:09:05:07:00,33.3,2.6,80,0,0,0
02:09:05:12:00,32.7,2.3,81.33,0,0,0
02:09:05:17:00,32.1,2,82.67,0,0,0
02:09:05:22:00,31.5,1.7,84,0,0,0
02:09:05:27:00,31,1.5,85.33,0,0,0
02:09:05:32:00,30.4,1.2,86.67,0,0,0
02:09:05:37:00,29.8,0.9,88,0,0,0
02:09:05:42:00,29.2,0.6,89.33,0,0,0
02:09:05:47:00,28.6,0.3,90.67,0,0,0
02:09:05:52:00,28,0,92,0,0,0
02:09:05:57:00,28.2,0,91.17,0,0,0
02:09:06:02:00,28.5,0,90.33,0.74,0.05,0.1
02:09:06:07:00,28.7,0,89.5,2.57,0.17,0.36
02:09:06:12:00,29,0,88.67,4.38,0.3,0.61
02:09:06:17:00,29.2,0,87.83,6.14,0.43,0.87
02:09:06:22:00,29.5,0,87,7.88,0.56,1.12
02:09:06:27:00,29.7,0,86.17,9.59,0.7,1.36
02:09:06:32:00,29.9,0,85.33,11.27,0.83,1.61
02:09:06:37:00,30.2,0,84.5,12.91,0.97,1.85
02:09:06:42:00,30.4,0,83.67,14.52,1.11,2.09
02:09:06:47:00,30.7,0,82.83,16.1,1.25,2.33
02:09:06:52:00,30.9,0,82,17.65,1.39,2.57
02:09:06:57:00,31.3,0.3,80.75,19.35,1.53,2.82
02:09:07:02:00,31.8,0.6,79.5,21.61,1.7,3.49
02:09:07:07:00,32.2,0.9,78.25,24.72,1.93,4.8
02:09:07:12:00,32.6,1.2,77,27.83,2.17,6.12
02:09:07:17:00,33,1.5,75.75,30.94,2.4,7.43
02:09:07:22:00,33.5,1.8,74.5,34.05,2.63,8.74
02:09:07:27:00,33.9,2,73.25,37.16,2.86,10.05
02:09:07:32:00,34.3,2.3,72,40.27,3.1,11.37
02:09:07:37:00,34.7,2.6,70.75,43.38,3.33,12.68
02:09:07:42:00,35.2,2.9,69.5,46.49,3.56,13.99
02:09:07:47:00,35.6,3.2,68.25,49.6,3.79,15.31
02:09:07:52:00,36,3.5,67,52.71,4.03,16.62
02:09:07:57:00,36.3,3.7,67,55.81,4.26,17.93
02:09:08:02:00,36.5,3.9,67,58.16,4.46,19.32
02:09:08:07:00,36.8,4.1,67,59.37,4.62,20.84
02:09:08:12:00,37,4.3,67,60.58,4.79,22.35
02:09:08:17:00,37.3,4.5,67,61.78,4.95,23.87
02:09:08:22:00,37.5,4.7,67,62.99,5.11,25.38
02:09:08:27:00,37.8,4.8,67,64.2,5.27,26.89
02:09:08:32:00,38,5,67,65.41,5.43,28.41
